PhysicalActivity5OrMoreDays,activity_days,QN80_group,BMIPCT
8.0,7.0,Met recommendation,63.81111277
6.0,5.0,Met recommendation,40.05564445
1.0,0.0,Did not meet recommendation,95.86350969
1.0,0.0,Did not meet recommendation,15.52368583
1.0,0.0,Did not meet recommendation,19.64801236
8.0,7.0,Met recommendation,87.98815832
2.0,1.0,Did not meet recommendation,96.26277604
7.0,6.0,Met recommendation,79.52653902
7.0,6.0,Met recommendation,95.33664298
2.0,1.0,Did not meet recommendation,96.2428749
8.0,7.0,Met recommendation,82.70481706
4.0,3.0,Did not meet recommendation,85.93465272
6.0,5.0,Met recommendation,83.57367457
6.0,5.0,Met recommendation,35.66865835
4.0,3.0,Did not meet recommendation,47.49270385
2.0,1.0,Did not meet recommendation,92.09238408
6.0,5.0,Met recommendation,13.9696424
7.0,6.0,Met recommendation,71.71622116
2.0,1.0,Did not meet recommendation,98.36208331
7.0,6.0,Met recommendation,72.36220244
1.0,0.0,Did not meet recommendation,59.47628526
4.0,3.0,Did not meet recommendation,99.14561406
1.0,0.0,Did not meet recommendation,74.79862377
8.0,7.0,Met recommendation,96.91216617
4.0,3.0,Did not meet recommendation,33.10249599
8.0,7.0,Met recommendation,50.14851643
3.0,2.0,Did not meet recommendation,66.5318241
3.0,2.0,Did not meet recommendation,94.2759146
8.0,7.0,Met recommendation,99.39755547
8.0,7.0,Met recommendation,45.29941242
2.0,1.0,Did not meet recommendation,85.49144509
3.0,2.0,Did not meet recommendation,0.561728932
8.0,7.0,Met recommendation,5.205666433
1.0,0.0,Did not meet recommendation,94.49838845
4.0,3.0,Did not meet recommendation,45.91878523
1.0,0.0,Did not meet recommendation,5.165849984
5.0,4.0,Did not meet recommendation,36.05467439
1.0,0.0,Did not meet recommendation,93.90236056
2.0,1.0,Did not meet recommendation,72.21362837
5.0,4.0,Did not meet recommendation,98.09588337
3.0,2.0,Did not meet recommendation,94.25583977
8.0,7.0,Met recommendation,98.60730006
8.0,7.0,Met recommendation,96.43490286
8.0,7.0,Met recommendation,93.76273186
8.0,7.0,Met recommendation,74.42424318
7.0,6.0,Met recommendation,69.77678882
6.0,5.0,Met recommendation,25.54426508
8.0,7.0,Met recommendation,51.7428672
3.0,2.0,Did not meet recommendation,92.89279363
2.0,1.0,Did not meet recommendation,1.626257173
2.0,1.0,Did not meet recommendation,21.08701585
8.0,7.0,Met recommendation,92.12085012
2.0,1.0,Did not meet recommendation,72.21362837
2.0,1.0,Did not meet recommendation,74.77496983
1.0,0.0,Did not meet recommendation,5.281255376
1.0,0.0,Did not meet recommendation,21.1789836
1.0,0.0,Did not meet recommendation,83.77982268
8.0,7.0,Met recommendation,94.42088905
4.0,3.0,Did not meet recommendation,9.166422739
6.0,5.0,Met recommendation,53.20245682
3.0,2.0,Did not meet recommendation,95.35140049
2.0,1.0,Did not meet recommendation,89.7600136
7.0,6.0,Met recommendation,45.26162121
2.0,1.0,Did not meet recommendation,94.98144459
8.0,7.0,Met recommendation,79.60759792
3.0,2.0,Did not meet recommendation,87.30612809
5.0,4.0,Did not meet recommendation,86.88318958
8.0,7.0,Met recommendation,51.99882236
2.0,1.0,Did not meet recommendation,17.43750439
5.0,4.0,Did not meet recommendation,68.97887206
1.0,0.0,Did not meet recommendation,49.72255359
8.0,7.0,Met recommendation,67.45640015
6.0,5.0,Met recommendation,13.32950299
5.0,4.0,Did not meet recommendation,75.69056427
1.0,0.0,Did not meet recommendation,54.38998582
2.0,1.0,Did not meet recommendation,42.79220671
1.0,0.0,Did not meet recommendation,45.33714908
3.0,2.0,Did not meet recommendation,90.31507406
1.0,0.0,Did not meet recommendation,66.05293614
4.0,3.0,Did not meet recommendation,51.07051564
3.0,2.0,Did not meet recommendation,99.51501213
5.0,4.0,Did not meet recommendation,94.9236
1.0,0.0,Did not meet recommendation,90.73457158
3.0,2.0,Did not meet recommendation,5.086495135
4.0,3.0,Did not meet recommendation,92.83424307
1.0,0.0,Did not meet recommendation,46.60251916
1.0,0.0,Did not meet recommendation,57.95910476
4.0,3.0,Did not meet recommendation,23.81912584
4.0,3.0,Did not meet recommendation,72.36921722
2.0,1.0,Did not meet recommendation,69.5957294
2.0,1.0,Did not meet recommendation,99.29197622
4.0,3.0,Did not meet recommendation,82.37104942
1.0,0.0,Did not meet recommendation,76.72045861
4.0,3.0,Did not meet recommendation,97.11968904
1.0,0.0,Did not meet recommendation,83.77982268
1.0,0.0,Did not meet recommendation,91.84480724
3.0,2.0,Did not meet recommendation,98.30550734
1.0,0.0,Did not meet recommendation,4.623440432
7.0,6.0,Met recommendation,47.36951916
3.0,2.0,Did not meet recommendation,13.25743495
3.0,2.0,Did not meet recommendation,99.16693778
1.0,0.0,Did not meet recommendation,10.71269185
1.0,0.0,Did not meet recommendation,96.39064078
1.0,0.0,Did not meet recommendation,98.35228845
8.0,7.0,Met recommendation,78.97948646
5.0,4.0,Did not meet recommendation,36.18452036
6.0,5.0,Met recommendation,81.97672505
6.0,5.0,Met recommendation,71.86325702
1.0,0.0,Did not meet recommendation,33.10249599
5.0,4.0,Did not meet recommendation,95.15545676
4.0,3.0,Did not meet recommendation,38.13469566
4.0,3.0,Did not meet recommendation,90.98325619
4.0,3.0,Did not meet recommendation,88.95240548
8.0,7.0,Met recommendation,96.94902892
5.0,4.0,Did not meet recommendation,89.95541728
1.0,0.0,Did not meet recommendation,25.09923397
1.0,0.0,Did not meet recommendation,33.66779009
2.0,1.0,Did not meet recommendation,23.52098729
6.0,5.0,Met recommendation,77.7669271
1.0,0.0,Did not meet recommendation,14.95820722
6.0,5.0,Met recommendation,87.83031144
1.0,0.0,Did not meet recommendation,96.47631529
1.0,0.0,Did not meet recommendation,95.63240476
5.0,4.0,Did not meet recommendation,8.872856689
8.0,7.0,Met recommendation,48.66934789
1.0,0.0,Did not meet recommendation,81.7100925
6.0,5.0,Met recommendation,94.18182268
1.0,0.0,Did not meet recommendation,60.64474404
8.0,7.0,Met recommendation,19.43625279
4.0,3.0,Did not meet recommendation,98.81666886
8.0,7.0,Met recommendation,84.0560604
1.0,0.0,Did not meet recommendation,74.74124853
5.0,4.0,Did not meet recommendation,81.55152509
1.0,0.0,Did not meet recommendation,35.68385606
2.0,1.0,Did not meet recommendation,77.65469287
3.0,2.0,Did not meet recommendation,21.293857
1.0,0.0,Did not meet recommendation,74.75823766
1.0,0.0,Did not meet recommendation,24.92124987
4.0,3.0,Did not meet recommendation,67.16680562
8.0,7.0,Met recommendation,22.00897479
8.0,7.0,Met recommendation,80.19448455
1.0,0.0,Did not meet recommendation,87.87850996
1.0,0.0,Did not meet recommendation,48.39929751
2.0,1.0,Did not meet recommendation,57.31734359
5.0,4.0,Did not meet recommendation,42.1484795
1.0,0.0,Did not meet recommendation,52.93975746
1.0,0.0,Did not meet recommendation,46.48345897
1.0,0.0,Did not meet recommendation,90.38448819
6.0,5.0,Met recommendation,59.36187206
7.0,6.0,Met recommendation,40.05564445
1.0,0.0,Did not meet recommendation,83.83716201
3.0,2.0,Did not meet recommendation,97.66555793
1.0,0.0,Did not meet recommendation,94.25583977
8.0,7.0,Met recommendation,42.88471454
1.0,0.0,Did not meet recommendation,97.43758591
3.0,2.0,Did not meet recommendation,97.83486502
2.0,1.0,Did not meet recommendation,98.41070272
1.0,0.0,Did not meet recommendation,17.94022959
1.0,0.0,Did not meet recommendation,60.47945217
1.0,0.0,Did not meet recommendation,49.07165942
1.0,0.0,Did not meet recommendation,82.389679
1.0,0.0,Did not meet recommendation,62.21357175
4.0,3.0,Did not meet recommendation,9.166422739
6.0,5.0,Met recommendation,27.97089061
1.0,0.0,Did not meet recommendation,79.16293108
1.0,0.0,Did not meet recommendation,98.20843328
2.0,1.0,Did not meet recommendation,3.484393708
7.0,6.0,Met recommendation,47.13225379
2.0,1.0,Did not meet recommendation,95.71269842
1.0,0.0,Did not meet recommendation,15.52208415
6.0,5.0,Met recommendation,86.48349966
8.0,7.0,Met recommendation,46.34039738
5.0,4.0,Did not meet recommendation,34.52856862
6.0,5.0,Met recommendation,90.31507406
5.0,4.0,Did not meet recommendation,30.29781056
7.0,6.0,Met recommendation,42.54722762
1.0,0.0,Did not meet recommendation,92.38597328
7.0,6.0,Met recommendation,71.98123934
3.0,2.0,Did not meet recommendation,94.08124471
5.0,4.0,Did not meet recommendation,45.23145513
1.0,0.0,Did not meet recommendation,35.75781836
6.0,5.0,Met recommendation,57.00752646
7.0,6.0,Met recommendation,60.75872902
8.0,7.0,Met recommendation,18.1526953
6.0,5.0,Met recommendation,83.35027142
6.0,5.0,Met recommendation,53.96737126
8.0,7.0,Met recommendation,67.95392435
8.0,7.0,Met recommendation,89.22539268
2.0,1.0,Did not meet recommendation,99.2021726
1.0,0.0,Did not meet recommendation,85.48805015
6.0,5.0,Met recommendation,62.8727162
6.0,5.0,Met recommendation,65.01123559
1.0,0.0,Did not meet recommendation,33.86369686
5.0,4.0,Did not meet recommendation,63.85013973
6.0,5.0,Met recommendation,87.87850996
1.0,0.0,Did not meet recommendation,93.85224358
1.0,0.0,Did not meet recommendation,23.65339914
1.0,0.0,Did not meet recommendation,74.34578782
5.0,4.0,Did not meet recommendation,93.5524051
7.0,6.0,Met recommendation,63.68537415
6.0,5.0,Met recommendation,11.91054027
3.0,2.0,Did not meet recommendation,96.87222741
2.0,1.0,Did not meet recommendation,64.22682777
8.0,7.0,Met recommendation,31.69146229
7.0,6.0,Met recommendation,3.194833318
7.0,6.0,Met recommendation,8.872856689
8.0,7.0,Met recommendation,73.74393215
1.0,0.0,Did not meet recommendation,12.85383669
8.0,7.0,Met recommendation,70.11803045
3.0,2.0,Did not meet recommendation,25.58313701
8.0,7.0,Met recommendation,45.71292164
2.0,1.0,Did not meet recommendation,94.36688785
1.0,0.0,Did not meet recommendation,85.72036702
8.0,7.0,Met recommendation,61.88431836
1.0,0.0,Did not meet recommendation,78.81888198
6.0,5.0,Met recommendation,90.01892993
1.0,0.0,Did not meet recommendation,30.75861295
5.0,4.0,Did not meet recommendation,45.16626978
6.0,5.0,Met recommendation,41.00114576
1.0,0.0,Did not meet recommendation,80.10061405
1.0,0.0,Did not meet recommendation,71.88874208
2.0,1.0,Did not meet recommendation,90.05670299
2.0,1.0,Did not meet recommendation,35.68385606
4.0,3.0,Did not meet recommendation,93.33379186
1.0,0.0,Did not meet recommendation,77.80336579
1.0,0.0,Did not meet recommendation,98.88094761
4.0,3.0,Did not meet recommendation,94.98144459
1.0,0.0,Did not meet recommendation,70.79707863
1.0,0.0,Did not meet recommendation,68.0682032
1.0,0.0,Did not meet recommendation,85.43273275
2.0,1.0,Did not meet recommendation,74.60880949
8.0,7.0,Met recommendation,3.163642944
6.0,5.0,Met recommendation,98.85157068
8.0,7.0,Met recommendation,77.69689813
6.0,5.0,Met recommendation,35.20622619
6.0,5.0,Met recommendation,50.27447135
1.0,0.0,Did not meet recommendation,92.72607031
1.0,0.0,Did not meet recommendation,81.55152509
8.0,7.0,Met recommendation,95.2156624
5.0,4.0,Did not meet recommendation,78.49511179
1.0,0.0,Did not meet recommendation,91.45626301
4.0,3.0,Did not meet recommendation,92.31078436
1.0,0.0,Did not meet recommendation,83.09080929
2.0,1.0,Did not meet recommendation,92.94782331
1.0,0.0,Did not meet recommendation,97.01089676
2.0,1.0,Did not meet recommendation,81.05074651
4.0,3.0,Did not meet recommendation,50.83565947
2.0,1.0,Did not meet recommendation,80.57241076
5.0,4.0,Did not meet recommendation,11.24714098
6.0,5.0,Met recommendation,55.35057859
5.0,4.0,Did not meet recommendation,94.74810497
8.0,7.0,Met recommendation,65.22758067
3.0,2.0,Did not meet recommendation,12.85383669
6.0,5.0,Met recommendation,98.39253409
4.0,3.0,Did not meet recommendation,31.37615111
2.0,1.0,Did not meet recommendation,29.14504055
1.0,0.0,Did not meet recommendation,87.2995446
4.0,3.0,Did not meet recommendation,19.98618238
8.0,7.0,Met recommendation,95.58149175
1.0,0.0,Did not meet recommendation,10.90589105
3.0,2.0,Did not meet recommendation,48.05850021
1.0,0.0,Did not meet recommendation,96.23919207
1.0,0.0,Did not meet recommendation,24.03471904
6.0,5.0,Met recommendation,85.24612213
6.0,5.0,Met recommendation,90.31735531
3.0,2.0,Did not meet recommendation,67.33594521
1.0,0.0,Did not meet recommendation,38.18531901
2.0,1.0,Did not meet recommendation,95.29459206
5.0,4.0,Did not meet recommendation,73.05961868
3.0,2.0,Did not meet recommendation,97.68971482
8.0,7.0,Met recommendation,60.67838341
5.0,4.0,Did not meet recommendation,80.50659742
4.0,3.0,Did not meet recommendation,78.69808838
3.0,2.0,Did not meet recommendation,87.65979453
4.0,3.0,Did not meet recommendation,91.45359134
6.0,5.0,Met recommendation,84.19141188
8.0,7.0,Met recommendation,70.8375548
1.0,0.0,Did not meet recommendation,69.86952348
1.0,0.0,Did not meet recommendation,24.00040538
7.0,6.0,Met recommendation,51.74396482
7.0,6.0,Met recommendation,75.82198411
1.0,0.0,Did not meet recommendation,69.13113635
8.0,7.0,Met recommendation,68.38112974
8.0,7.0,Met recommendation,33.20018874
5.0,4.0,Did not meet recommendation,81.80727095
1.0,0.0,Did not meet recommendation,86.66563258
4.0,3.0,Did not meet recommendation,81.88567938
6.0,5.0,Met recommendation,31.05604841
6.0,5.0,Met recommendation,42.53225571
3.0,2.0,Did not meet recommendation,86.87757138
3.0,2.0,Did not meet recommendation,44.53701323
8.0,7.0,Met recommendation,96.43469449
1.0,0.0,Did not meet recommendation,82.23608164
8.0,7.0,Met recommendation,74.94547377
3.0,2.0,Did not meet recommendation,17.74504799
8.0,7.0,Met recommendation,45.16626978
8.0,7.0,Met recommendation,90.14559912
5.0,4.0,Did not meet recommendation,27.74545863
4.0,3.0,Did not meet recommendation,93.95733265
6.0,5.0,Met recommendation,61.00492226
3.0,2.0,Did not meet recommendation,74.85968073
7.0,6.0,Met recommendation,40.55138048
6.0,5.0,Met recommendation,47.52350758
8.0,7.0,Met recommendation,75.23467758
7.0,6.0,Met recommendation,42.99301921
2.0,1.0,Did not meet recommendation,88.37481573
8.0,7.0,Met recommendation,69.87171391
3.0,2.0,Did not meet recommendation,62.06902098
4.0,3.0,Did not meet recommendation,98.74550672
2.0,1.0,Did not meet recommendation,69.88257682
2.0,1.0,Did not meet recommendation,58.1206334
1.0,0.0,Did not meet recommendation,51.12976971
8.0,7.0,Met recommendation,98.14197185
6.0,5.0,Met recommendation,69.91124718
7.0,6.0,Met recommendation,75.65036356
1.0,0.0,Did not meet recommendation,72.60095123
3.0,2.0,Did not meet recommendation,52.74582649
2.0,1.0,Did not meet recommendation,67.15623216
4.0,3.0,Did not meet recommendation,42.05103451
4.0,3.0,Did not meet recommendation,48.98596485
1.0,0.0,Did not meet recommendation,74.84675066
6.0,5.0,Met recommendation,23.08581764
1.0,0.0,Did not meet recommendation,56.12393568
5.0,4.0,Did not meet recommendation,58.18062198
4.0,3.0,Did not meet recommendation,50.83565947
3.0,2.0,Did not meet recommendation,86.32980556
7.0,6.0,Met recommendation,31.69146229
3.0,2.0,Did not meet recommendation,10.89712829
2.0,1.0,Did not meet recommendation,2.374234691
4.0,3.0,Did not meet recommendation,87.10946842
1.0,0.0,Did not meet recommendation,24.47152508
8.0,7.0,Met recommendation,58.2330153
4.0,3.0,Did not meet recommendation,71.24517665
1.0,0.0,Did not meet recommendation,26.12873047
2.0,1.0,Did not meet recommendation,84.67610222
5.0,4.0,Did not meet recommendation,4.639382955
1.0,0.0,Did not meet recommendation,13.78999144
2.0,1.0,Did not meet recommendation,54.15385884
5.0,4.0,Did not meet recommendation,42.58443965
8.0,7.0,Met recommendation,56.92345524
3.0,2.0,Did not meet recommendation,63.85013973
4.0,3.0,Did not meet recommendation,76.16361312
8.0,7.0,Met recommendation,42.24072011
3.0,2.0,Did not meet recommendation,86.49839012
3.0,2.0,Did not meet recommendation,3.163642944
5.0,4.0,Did not meet recommendation,56.32057943
3.0,2.0,Did not meet recommendation,63.10741439
3.0,2.0,Did not meet recommendation,32.35454194
1.0,0.0,Did not meet recommendation,34.15732774
5.0,4.0,Did not meet recommendation,91.41477826
6.0,5.0,Met recommendation,37.55228267
6.0,5.0,Met recommendation,30.69589607
2.0,1.0,Did not meet recommendation,58.54997123
6.0,5.0,Met recommendation,39.64309673
8.0,7.0,Met recommendation,62.83122911
2.0,1.0,Did not meet recommendation,81.55152509
3.0,2.0,Did not meet recommendation,86.95492749
4.0,3.0,Did not meet recommendation,71.66912864
5.0,4.0,Did not meet recommendation,61.12521977
1.0,0.0,Did not meet recommendation,4.324742377
3.0,2.0,Did not meet recommendation,70.67451976
8.0,7.0,Met recommendation,99.78185943
8.0,7.0,Met recommendation,80.42426335
4.0,3.0,Did not meet recommendation,66.95017509
8.0,7.0,Met recommendation,84.50209709
5.0,4.0,Did not meet recommendation,99.21347352
8.0,7.0,Met recommendation,92.75239448
3.0,2.0,Did not meet recommendation,93.53824674
8.0,7.0,Met recommendation,52.93975746
1.0,0.0,Did not meet recommendation,99.75215075
2.0,1.0,Did not meet recommendation,18.56271072
8.0,7.0,Met recommendation,31.37615111
8.0,7.0,Met recommendation,76.16067723
5.0,4.0,Did not meet recommendation,33.65244897
4.0,3.0,Did not meet recommendation,36.04892235
5.0,4.0,Did not meet recommendation,61.32168999
